bill_id,intercept_term,num_cosponsors,introduced_month,num_voting_rounds,num_passed_rounds,amount,bipartisan score,% of cosponsors in the committee it is referred to,historical rate for success,historical rate for getting out committee,Vote-mean,Vote-stdev,Vote-hist-10%,Vote-hist-25%,Vote-hist-50%,Vote-hist-75%,Vote-hist-90%,status
s2131,1,2,3,0,0,143332.231884058,0,0.06,0.1875,0.375,0.5570726552,1.908696351,-1.4428818733,-0.5800413346,0.1797890769,0.9112604166,3.1498017586,REFERRED
s2132,1,11,3,0,0,17869.5652173913,0.7272727273,0.18,0.0437566702,0.1419423693,0.1108801303,0.8919550027,-0.9677992701,-0.5680630677,-0.0227575607,0.6869578055,1.2349540705,REPORTED
s2133,1,18,3,0,0,18079.25,0,0.0044444444,0.0337142857,0.1388571429,0.3482167789,0.9445369725,-0.4820892085,-0.2838784331,0.0385987889,0.7773321272,1.461058231,REFERRED
s2134,1,1,3,0,0,10818.5,0,0.24,0.0078328982,0.0262135922,0.6790712741,1.8999613258,-1.4295095465,-0.5008789712,0.4915234427,1.0860210986,3.7093985852,REFERRED
s2135,1,2,3,0,0,114795.294117647,0,0,0.0437566702,0.1419423693,0.686320606,1.9033426705,-1.158921895,-0.3915263852,0.226340927,0.7853052719,3.7314025237,REFERRED
s2136,1,1,3,0,0,114795.294117647,0,0.015,0.1050583658,0.3099630996,0.8116751951,2.4370953679,-1.8868183354,-0.5949139139,0.5212309304,1.3315836313,4.2863977376,REFERRED
s2137,1,1,3,1,1,10593.4090909091,1,0.0571428571,0.1050583658,0.2538109756,0.6681024731,2.059237969,-1.3083288973,-0.5644083628,0.2569051944,0.8653970295,4.0168359505,PASS_OVER:SENATE
s2138,1,1,3,0,0,60518.8636363636,0,0.08,0.0239043825,0.1155378486,0.80331176,2.2289478815,-1.5391387376,-0.5104779687,0.4812347366,1.1047346838,4.3602215614,REFERRED
s2139,1,2,3,0,0,2573.2142857143,0.5,0.12,0.0078328982,0.0223118918,0.4401627055,1.5111214779,-0.9809897599,-0.4306694467,0.1133663906,0.6069870675,2.6278534717,REFERRED
s214,1,8,2,0,0,4887.6170212766,0.125,0.96,0.1050583658,0.2564102564,0.4864175364,1.5269082254,-1.1693072444,-0.4373267394,0.3491201898,0.8196788855,2.510776145,REFERRED
s2140,1,6,3,0,0,12916,0.5,0.1066666667,0.0318021201,0.0671378092,0.3223745015,1.1338059798,-0.7959251523,-0.4304542105,0.0523886536,0.6935121207,2.0127175918,REPORTED
s2141,1,20,3,2,2,33954.756097561,0.5,0.24,0.0509838998,0.1305903399,0.2969929335,0.6790597344,-0.5015626022,-0.1662978739,0.2430891345,0.6530387562,1.0640600754,ENACTED:SIGNED
s2142,1,5,3,0,0,2573.2142857143,0.6,0.96,0.0769230769,0.2564102564,0.5036884594,1.1952134945,-0.7400882141,-0.2131869718,0.2895911358,0.7688952987,2.0832353258,REPORTED
s2143,1,3,3,0,0,60518.8636363636,0,0.04,0.0310559006,0.115942029,0.7466507679,1.5143229229,-0.7385261446,-0.1036223695,0.4556871658,0.9901782579,2.6045663405,REFERRED
s2144,1,1,3,0,0,8354.9545454546,0,0.0564705882,0.0239043825,0.1155378486,0.8429071768,1.9944488256,-1.183778683,-0.4610187156,0.5052803832,1.2184039354,3.9139031447,REFERRED
s2145,1,4,3,0,0,1750,0,0.0222222222,0.1050583658,0.2010376135,0.5795131769,1.3672480778,-0.7785395674,-0.3370703567,0.3039562977,0.9304430819,2.5668925996,REFERRED
s2146,1,5,3,0,0,1750,0.6,0,0.1325301205,0.2771084337,0.3878788161,1.6854340411,-1.6935746397,-0.6646407438,0.3303338175,0.9071709254,2.8545661134,REFERRED
s2147,1,3,3,1,1,293826.619047619,0.3333333333,0.0022222222,0.015704154,0.0871327254,0.4418021405,1.8358154058,-1.2231956794,-0.6580023741,-0.0290992237,0.6470442665,3.4775562014,PASS_OVER:SENATE
s2148,1,10,3,0,0,33954.756097561,0.5,0.1066666667,0.015704154,0.0871327254,0.4135993083,1.1510852209,-0.6045945457,-0.3074000413,0.1262492378,0.8052262215,1.7540128777,REPORTED
s2149,1,10,3,0,0,33954.756097561,0.5,0.0026666667,0.0058252427,0.0262135922,0.1738616488,0.958263424,-0.7896994056,-0.3942799551,0.0063506269,0.5454568325,1.3753696447,REPORTED
s215,1,2,2,0,0,7618,1,0,0.1325301205,0.2771084337,0.712733351,1.9893787153,-1.5011166808,-0.3026960429,0.4652271198,1.1137840165,3.5164333827,REFERRED
s2150,1,2,3,0,0,8762.1621621622,0.5,0.0145454545,0.0100250627,0.0601503759,0.5314688676,1.7603351125,-1.6021303361,-0.6414759029,0.4124160843,1.0692759513,3.2272305495,REFERRED
s2151,1,3,3,0,0,114795.294117647,0,0,0.3079268293,0.5030487805,0.8878531223,2.2157053798,-1.4094623059,-0.5353191138,0.5578512378,1.1700181544,4.1343520328,REFERRED
s2152,1,4,3,0,0,114488.5,0,0.08,0.0100250627,0.0601503759,0.4707564532,1.4006749672,-0.9222745014,-0.3283633958,0.2080255508,0.7619794908,2.3393813218,REFERRED
s2153,1,13,3,0,0,20182.875,1,0,0.0100250627,0.0601503759,0.2030823386,0.6993675186,-0.5847174117,-0.2574021928,0.0806382806,0.615115284,1.0706581548,REFERRED
s2154,1,9,3,2,2,8042.8048780488,0.3333333333,0.06,0.0280373832,0.0934579439,0.3851986345,0.9311598033,-0.636070462,-0.2775012339,0.2380748664,0.7937566905,1.6124572872,ENACTED:SIGNED
s2155,1,1,3,0,0,20651.36,1,0,0.3079268293,0.5030487805,0.8897940294,2.1265318188,-1.6188876421,-0.4287385723,0.7635030654,1.462919353,3.7250652973,REFERRED
s2156,1,11,3,0,0,4854.1343283582,0.9090909091,0,0.0007309942,0.0168128655,0.2931839526,0.8124476128,-0.5367168901,-0.2503753596,0.1133207487,0.6263068822,1.4381025761,REFERRED
s2157,1,2,3,0,0,30768.7291666667,0,0,0.3079268293,0.5030487805,0.877633943,1.9463330327,-1.0591193208,-0.2762021649,0.5475032765,1.1234611749,3.3569792827,REPORTED
s2158,1,1,3,0,0,114795.294117647,0,0.1066666667,0.0396039604,0.1683168317,0.892869579,2.4311315068,-1.4324705298,-0.4633355796,0.393335182,1.0178146592,4.7562562411,REFERRED
s2159,1,5,3,0,0,373522.833333333,0.8,0.0171428571,0.0007309942,0.0168128655,0.4564743302,1.1922180774,-0.6927255108,-0.24163646,0.2317053601,0.6775120164,2.1180207404,REFERRED
s216,1,6,2,0,0,0,0,0.24,0.0563991323,0.3383947939,0.3906960032,1.6615549887,-1.2384173209,-0.6092499612,0.0492424232,0.7096783761,2.9929503564,REFERRED
s2160,1,5,3,0,0,12186.1333333333,0.4,0.24,0.0563991323,0.3383947939,0.5748812972,1.6103648943,-0.9083781905,-0.3876816255,0.2060542979,0.6693625517,3.004223117,REFERRED
s2161,1,31,3,0,0,58449.5714285714,0.9677419355,0.12,0.0100250627,0.0601503759,0.1979333778,0.6031201651,-0.5326325621,-0.2089009216,0.1507459532,0.584464115,0.9775925159,REFERRED
s2162,1,6,3,0,0,20248.8055555556,0,0.0444444444,0.0483870968,0.2741935484,0.3803179555,1.3949987987,-0.8981515108,-0.4949611221,0.0115007945,0.7915058009,2.2303458252,REFERRED
s2163,1,4,3,0,0,202197.538461538,0,0,0.0100250627,0.0601503759,0.5315398034,1.3396832741,-0.8887867618,-0.2835121189,0.3403302624,0.9936057181,2.3172156209,REFERRED
s2164,1,9,3,0,0,20248.8055555556,0,0,0.0100250627,0.0601503759,0.4759338569,1.2536129145,-0.9346518859,-0.3297923529,0.3642530276,0.8730273614,2.0522728094,REFERRED
s2165,1,2,3,0,0,202197.538461538,0,0,0.0483870968,0.2741935484,0.5952142077,2.1704358084,-1.8678662287,-0.8264172128,0.4997519665,1.185163072,3.3101230115,REFERRED
s2166,1,6,3,0,0,10818.5,0,0,0.1208791209,0.3076923077,0.3255511174,1.2728673327,-1.0118882808,-0.4432453468,0.0959918899,0.5586847919,2.2081845077,REFERRED
s2167,1,1,3,0,0,2882.3529411765,0,0.16,0.0100250627,0.0601503759,0.9773970243,2.0257225347,-0.926709511,-0.21494849,0.4815352637,1.2116954983,4.0971865255,REFERRED
s2168,1,6,3,0,0,114488.5,0,0.0066666667,0.0007309942,0.0168128655,0.194215305,1.0542444486,-0.903509832,-0.5443280397,0.0441713817,0.6897409611,1.6245620541,REFERRED
s2169,1,4,3,0,0,2882.3529411765,0,0,0,0,0.5092272605,1.6804243759,-0.9237636988,-0.5019957244,0.0104278747,0.6001863125,3.2839458368,REFERRED
s217,1,15,2,0,0,20248.8055555556,0,0.2133333333,0.0007309942,0.0168128655,0.4550469061,1.0086547528,-0.5742478228,-0.1693833372,0.2631799899,0.7821859106,1.8021867995,REFERRED
s2170,1,2,3,0,0,7546.5555555556,1,0.0622222222,0.0563991323,0.3383947939,0.8546806458,2.0469910521,-1.3029608944,-0.4634657728,0.5427509549,1.2088195401,4.1324301444,REFERRED
s2171,1,6,3,0,0,42430,0,0,0.0594059406,0.2945544554,0.5158066321,1.5662573,-1.202176398,-0.494359241,0.315933896,0.7947954945,3.0408846155,REFERRED
s2172,1,3,3,0,0,8612.5,0.6666666667,0.16,0.0100250627,0.0601503759,0.6525479558,1.5479252598,-0.8479348259,-0.2732078463,0.3220831997,0.8997496286,3.2086161211,REFERRED
s2173,1,5,3,0,0,105280.548387097,0,0,0.0375,0.1125,0.5386066701,1.4916247846,-0.7051788943,-0.3098895974,0.1003126899,0.7606582655,2.8147412244,REFERRED
s2174,1,8,3,0,0,89815.2222222222,0,0.045,0.0100250627,0.0601503759,0.2224920369,1.1573237172,-1.0820708823,-0.6166275415,0.1127619361,0.5881794592,1.915880842,REFERRED
s2175,1,6,3,0,0,105280.548387097,0,0.96,0.0375,0.1125,0.3944972935,1.256606831,-0.8280473324,-0.3427946194,0.1710679981,0.6463002938,2.210910158,REFERRED
s2176,1,11,3,0,0,89815.2222222222,0,0,0.0007309942,0.0168128655,0.09338835,1.0733881068,-0.9730714234,-0.6418879267,-0.1682172395,0.5542463114,1.5430060052,REFERRED
s2177,1,3,3,0,0,5226.6666666667,0.3333333333,0.04,0.0007309942,0.0168128655,0.3263408173,1.549649692,-1.1434158298,-0.5772906621,-0.0606308836,0.6213511371,2.6848170371,REFERRED
s2178,1,13,3,0,0,152597.136363636,1,0.1333333333,0.0594059406,0.2945544554,0.1624508368,0.8885303555,-0.7346088978,-0.4418085443,0.0124968081,0.5984116545,1.2887131231,REFERRED
s2179,1,1,3,0,0,20248.8055555556,0,0.04,0.0007309942,0.0168128655,0.9418534126,2.2487720385,-1.4589404617,-0.4109270124,0.6365854937,1.2964382319,4.3392466703,REFERRED
s218,1,37,2,0,0,-345.7692307692,0.4054054054,0,0.0396039604,0.1683168317,0.2665627264,0.6431371031,-0.4364137006,-0.2023579057,0.1575125865,0.6357797834,1.1446533848,REFERRED
s2180,1,2,3,0,0,21263.75,0.5,0,0.0483870968,0.2741935484,0.7519686096,2.1670828115,-1.7910210046,-0.638808765,0.6247072008,1.3020808466,3.9078902423,REFERRED
s2181,1,3,3,0,0,143332.231884058,0,0,0.0100250627,0.0601503759,0.4230779522,1.5714545111,-1.2345361788,-0.4641217259,0.1285051066,0.7641302449,2.7797810906,REFERRED
s2182,1,16,3,0,0,0,0.125,0.2133333333,0.0426540284,0.2654028436,0.2598258301,0.9298523166,-0.6372619226,-0.3531871252,0.0097170458,0.6308389487,1.5167312482,REFERRED
s2183,1,1,3,2,2,827196.5,1,0,0.0100250627,0.0601503759,0.5861428802,1.6087868884,-1.3111357378,-0.5021288901,0.4333314829,1.1078044007,2.8019757883,ENACTED:SIGNED
s2184,1,2,3,0,0,30768.7291666667,0,0.0266666667,0.0007309942,0.0168128655,0.510766075,2.1304183779,-1.7836851965,-0.7118094605,0.2219487221,0.8594191626,3.7602955177,REFERRED
s2185,1,2,3,0,0,24030.4285714286,0.5,0,0.0100250627,0.0601503759,0.4544872863,1.566296966,-0.7905510814,-0.504521055,-0.0618666975,0.7291748962,2.9571381862,REFERRED
s2186,1,1,3,0,0,143332.231884058,0,0.48,0.0426540284,0.2654028436,0.5914764706,2.3754977568,-1.7954299666,-0.8076914709,0.2085035645,0.907011977,4.2791161083,REFERRED
s2187,1,6,3,0,0,143332.231884058,0.5,0,0,0,0.2256007264,1.2667158862,-0.9772624908,-0.6151103295,-0.0723369905,0.5372429304,2.252474815,REFERRED
s2189,1,3,4,0,0,8695.1875,0,0,0,0,0.4508532594,1.5361924156,-0.97293036,-0.5680905541,0.1037272209,0.7698310572,2.7831046726,REFERRED
s219,1,1,2,0,0,8042.8048780488,0,0.0085714286,0.0007309942,0.0168128655,0.7799765442,1.9136435747,-0.8704530725,-0.4111925133,0.3319883168,0.7712093488,3.8878123902,REFERRED
s2190,1,40,4,0,0,33451.7058823529,0.9,0,0.0100250627,0.0601503759,0.3604899526,0.5438824929,-0.2561697209,0.0038164536,0.3061082203,0.6788757903,1.0930947873,REFERRED
s2191,1,7,4,0,0,144639.565217391,1,0.48,0.0509838998,0.2826086957,0.4096576275,1.1803595989,-0.8291889387,-0.3414814789,0.2185924174,0.6998201726,2.0926151354,REFERRED
s2192,1,30,4,0,0,114795.294117647,0.4333333333,0.1066666667,0.0594059406,0.2945544554,0.3621394847,0.6460301861,-0.330032203,-0.0555864668,0.2296394175,0.6531242111,1.1956828438,REFERRED
s2193,1,5,4,0,0,152597.136363636,1,0.04,0.0594059406,0.2945544554,0.4514107101,0.8931232793,-0.5912553332,-0.0892558836,0.374741511,0.7699611131,1.6647853944,REFERRED
s2194,1,7,4,0,0,4792.8947368421,0,0.48,0.0007309942,0.0168128655,0.4808802387,1.7643758761,-1.3811168915,-0.7209967427,0.2651317288,0.8753222846,2.8257290509,REFERRED
s2195,1,7,4,2,2,7546.5555555556,1,0.96,0.0375,0.1125,0.4686970422,0.9602382382,-0.5270352925,-0.1339350498,0.2954961486,0.8609854645,1.6416836573,ENACTED:SIGNED
s2196,1,1,4,0,0,10623.5135135135,1,0,0.1208791209,0.3076923077,0.5650717319,2.2473728493,-2.0906337488,-0.7598440198,0.3441734953,1.208219852,3.9393643115,REFERRED
s2197,1,4,4,1,1,60518.8636363636,0.5,0.96,0.0007309942,0.0168128655,0.4288210568,1.8023501866,-1.0689646689,-0.5886367075,-0.0869825873,0.6397228029,2.8966385064,PASS_OVER:SENATE
s2198,1,11,4,1,1,1750,0.0909090909,0.0074074074,0.0391304348,0.2826086957,0.3324887632,0.9119966471,-0.5248705402,-0.2307840258,0.1211011973,0.6754600107,1.5327981217,PASS_OVER:SENATE
s2199,1,43,4,0,0,39566.6923076923,0,0.0355555556,0.0426540284,0.2654028436,0.154984552,0.7479154548,-0.7408031061,-0.4217104914,0.131376556,0.5636597777,1.1037226252,PROV_KILL:CLOTUREFAILED
s22,1,19,1,0,0,0,0,0.1066666667,0.0483870968,0.2741935484,0.0846050133,0.8039707852,-0.6966870001,-0.4208065349,-0.1081599991,0.4951903838,1.1956068762,REFERRED
s220,1,3,2,0,0,5877.037037037,0,0.48,0.0483870968,0.2741935484,0.5972845243,1.7882812438,-1.3586080891,-0.4809282698,0.3568553853,0.9915477337,3.1571159448,REFERRED
s2200,1,2,4,0,0,89815.2222222222,0.5,0,0.0337142857,0.1388571429,0.7779397576,2.1636248357,-1.5611617337,-0.5401331682,0.5507407625,1.1336949053,3.9346192427,REFERRED
s2201,1,2,4,0,0,60518.8636363636,0.5,0.0133333333,0.0337142857,0.1388571429,0.4275552197,1.8137155284,-1.3099860854,-0.7351232224,0.0500919487,0.6522563743,3.0623967096,REFERRED
s2202,1,3,4,0,0,648520.25,1,0.0290909091,0.0058252427,0.0262135922,0.4650705204,1.3797727282,-0.9898055221,-0.3576858054,0.2250645432,0.7163569521,2.5893271598,REFERRED
s2203,1,1,4,0,0,114795.294117647,0,0.015,0.0602134146,0.2538109756,0.7116315568,2.3957505583,-2.0706129588,-0.6478237437,0.5352275198,1.217454252,4.0013409311,REFERRED
s2204,1,6,4,0,0,50338.0952380952,0,0.0007843137,0.0078328982,0.0223118918,0.3899264316,1.5462251842,-1.2375857021,-0.6465954886,0.1973190302,0.7168042555,2.6356628733,REFERRED
s2205,1,7,4,0,0,112482.0625,1,0.0047058824,0.0058252427,0.0262135922,0.2319488964,0.9621418548,-0.7779492888,-0.3931415675,0.0311521912,0.5638657255,1.5182451147,REFERRED
s2206,1,6,4,0,0,-352.2727272727,0.6666666667,0.24,0.1050583658,0.2010376135,0.393758007,1.2309542254,-0.920516343,-0.3584928301,0.1913501523,0.7241673801,2.1190104107,REFERRED
s2207,1,3,4,0,0,8541.8333333333,0.3333333333,0,0.1050583658,0.2010376135,0.3465482812,1.8406719989,-1.5284957642,-0.7688512113,-0.0760048196,0.6013238046,3.4044221304,REFERRED
s2208,1,4,4,0,0,20651.36,0.25,0,0.0078328982,0.0223118918,0.4081956177,1.9438679806,-1.6763006438,-0.7435155718,0.0489780673,0.7179234568,3.3634665717,REFERRED
s2209,1,6,4,0,0,8695.1875,0.1666666667,0.0421052632,0.0239043825,0.1155378486,0.3854776113,1.0710905957,-0.749144245,-0.3773083178,0.2137121467,0.7962243981,1.8818181256,REFERRED
s221,1,1,2,0,0,35419.0909090909,1,0.0042424242,0.1325301205,0.2771084337,0.833568539,2.618331645,-2.0027698352,-0.642363858,0.5373699398,1.1003198452,4.8672090276,REFERRED
s2210,1,5,4,0,0,90668.8461538462,0.2,0,0.0078328982,0.0223118918,0.5619390651,1.3225336124,-0.7365374635,-0.2349562972,0.3354759916,0.864981673,2.3727386903,REFERRED
s2211,1,2,4,0,0,10596.4166666667,0,0.0161904762,0.0437566702,0.1419423693,0.7651458091,2.0961622505,-1.6176321315,-0.5736353547,0.5749709933,1.269179105,3.7739476384,REFERRED
s2212,1,4,4,0,0,24242.5,1,0.48,0.0594059406,0.2945544554,0.615502653,1.5561274852,-1.1206223748,-0.4273811132,0.4649072108,1.0273639088,2.7155638659,REFERRED
s2213,1,7,4,0,0,24242.5,1,0,0.0602134146,0.2538109756,0.3718876023,1.1797136503,-0.6072168978,-0.3669192818,0.0438570976,0.6616404205,1.9778235247,REFERRED
s2214,1,1,4,0,0,20182.875,1,0,0.0078328982,0.0223118918,0.6954187494,1.904096821,-1.4946820097,-0.3884436106,0.4995167343,1.2078699326,3.3109266174,REFERRED
s2215,1,1,4,0,0,95296.4054054054,1,0,0.0078328982,0.0223118918,0.7431677116,2.1582583046,-1.7363791636,-0.6633880094,0.6264824349,1.4255918547,3.8990840209,REFERRED
s2216,1,1,4,0,0,4458.717948718,1,0.04,0.0602134146,0.2538109756,0.4878090754,1.7727122176,-1.5012660828,-0.7470937256,0.2944185317,0.9093939147,3.3470755497,REFERRED
s2217,1,4,4,0,0,9414.1794871795,0,0.035,0.0437566702,0.1683168317,0.5633325644,1.3726995262,-1.0018596827,-0.3714595802,0.401708232,1.0223847258,2.4932971101,REFERRED
s2218,1,4,4,0,0,4792.8947368421,0.5,0.96,0.0078328982,0.0223118918,0.5743594583,2.0479227482,-2.0343604411,-0.6988896312,0.5506788612,1.2757046245,3.1648110334,REFERRED
s2219,1,1,4,0,0,114795.294117647,0,0.48,0.0594059406,0.2945544554,0.8347268756,2.2501839544,-1.4124175718,-0.5038500405,0.4205634262,1.0514611055,4.2884605162,REFERRED
s222,1,4,2,0,0,32328.8974358974,0,0.0005970149,0.0437566702,0.1419423693,0.5641118019,1.9225927967,-1.3980841904,-0.5732292645,0.1929179996,0.8480199255,3.5340658121,REPORTED
s2220,1,3,4,0,0,28909.9583333333,0.3333333333,0.0844444444,0.0564516129,0.1801075269,0.6495523414,1.78739903,-1.3271605849,-0.4781607712,0.4280754817,0.9577004363,3.4194659421,REFERRED
s2221,1,2,4,0,0,-345.7692307692,0,0.008,0.0318021201,0.0671378092,0.5911801459,1.561871043,-1.0447319378,-0.3368972007,0.2807904004,0.9781528926,2.9677751486,REFERRED
s2222,1,1,4,0,0,0,0,0.12,0.0602134146,0.2538109756,0.6065984992,1.8136119976,-1.1239018513,-0.4450920848,0.2123487016,0.8435986949,3.6740124321,REFERRED
s2223,1,40,4,0,0,162.1621621622,0,0,0.015704154,0.0871327254,0.1484563314,0.6283458817,-0.5731167878,-0.270926067,0.0815458995,0.4972605649,0.9887680648,PROV_KILL:CLOTUREFAILED
s2224,1,5,4,0,0,91897.1578947368,0,0.12,0.0602134146,0.2538109756,0.3867563988,1.548315166,-1.1607769563,-0.6267260098,0.0447671035,0.6882337518,2.4896188416,REFERRED
s2225,1,2,4,0,0,32328.8974358974,0.5,0.04,0.0437566702,0.1419423693,0.7721302762,1.9645946295,-1.5113909471,-0.4269786648,0.5407106435,1.3058935701,4.0249379611,REFERRED
s2226,1,3,4,0,0,32328.8974358974,0,0,0.0058252427,0.0262135922,0.2325613952,1.5800135472,-1.3989018247,-0.6795622952,-0.0440308288,0.4726724144,2.8081843774,REFERRED
s2227,1,1,4,0,0,32328.8974358974,0,0.0231578947,0.0602134146,0.2538109756,0.9479675698,2.1017675366,-1.2442316378,-0.2684398836,0.5505910251,1.2016415455,4.302787697,REFERRED
s2228,1,1,4,0,0,32328.8974358974,0,0.24,0.0509838998,0.1305903399,0.7709051608,2.1258924223,-1.6943980878,-0.6030241133,0.6242073285,1.3927124821,3.9272237556,REFERRED
s2229,1,1,4,0,0,589.2777777778,0,0.1066666667,0.0509838998,0.1305903399,0.8395941269,1.8357903256,-1.0185287068,-0.2391004096,0.4807092174,1.017357481,3.7327589133,REFERRED
s223,1,9,2,0,0,39566.6923076923,0.1111111111,0,0.013986014,0.1165501166,0.5339543949,1.3977391163,-0.9650802838,-0.2215880072,0.3185421606,0.8791238106,2.290118641,REFERRED
s2230,1,1,4,0,0,20182.875,1,0.1066666667,0.0701107011,0.3099630996,0.7940574856,2.1380736771,-1.0946703187,-0.4085997022,0.2909655913,0.9673786335,3.853548222,REFERRED
s2231,1,8,4,0,0,40573.125,0.375,0.48,0.0509838998,0.1305903399,0.5049062053,1.0965518627,-0.4940756984,-0.1676522782,0.2719950337,0.807431836,1.8982315052,REFERRED
s2232,1,1,4,0,0,45465.7727272727,1,0.24,0.0509838998,0.1305903399,0.6151857659,2.0749795997,-1.4310101868,-0.6219557157,0.2287075469,0.8490240547,3.6218556746,REFERRED
s2233,1,8,4,0,0,21263.75,0,0,0.015704154,0.0871327254,0.0803140757,0.9695378658,-0.8478956898,-0.5962556356,-0.2436201762,0.5685934002,1.4282897074,REFERRED
s2234,1,4,4,0,0,1102909.66666667,0.25,0.0005454545,0.0318021201,0.0671378092,0.3654721406,1.5719274558,-1.0500512091,-0.5818221876,-0.1072896163,0.7629460065,2.631765213,REFERRED
s2235,1,11,4,0,0,8695.1875,0,0.0025,0.0337142857,0.1388571429,0.1851894709,0.7046089505,-0.5546876352,-0.2922083265,0.0515208312,0.5577231288,1.0903671518,REFERRED
s2236,1,1,4,0,0,18845.6,0,0.96,0.0337142857,0.1388571429,0.6692393058,1.9853050308,-1.590782715,-0.6342782899,0.5002328189,1.1628079549,3.4115547721,REFERRED
s2237,1,2,4,0,0,12186.1333333333,0.5,0.0533333333,0.0310559006,0.115942029,0.7512408785,1.7195238756,-0.8997072756,-0.3100255979,0.3770719048,0.9994937985,3.3331766854,REFERRED
s2238,1,13,4,0,0,30436.3636363636,1,0.0092307692,0.0602134146,0.2538109756,0.2886289079,0.5863900006,-0.3318096841,-0.1198713621,0.1606018757,0.6183251094,1.0661734324,REFERRED
s2239,1,2,4,0,0,24030.4285714286,0.5,0.0146666667,0.0594059406,0.2945544554,0.6336225255,1.6566249433,-0.9559699408,-0.3391823513,0.2815077826,0.839141569,3.0203730955,REFERRED
s224,1,2,2,0,0,1750,0,0.0058823529,0.0007309942,0.0168128655,0.5578860433,1.6795131273,-0.9512370011,-0.4318259745,0.1173381543,0.7369495721,3.2203115384,REPORTED
s2240,1,3,4,0,0,-352.2727272727,0.3333333333,0.0031578947,0.1208791209,0.3076923077,0.6129409968,1.6064663846,-0.9716117853,-0.392183601,0.3277935181,0.7997097338,3.0324189754,REFERRED
s2241,1,2,4,0,0,143332.231884058,0,0.48,0.0100250627,0.0601503759,0.6832675296,1.8143459491,-1.0881059903,-0.4002460129,0.3543328476,0.9806635628,3.1312891937,REFERRED
s2242,1,1,4,0,0,30436.3636363636,1,0.96,0.075,0.675,0.7231261706,1.9225085518,-1.4343560323,-0.3245381556,0.4842641642,1.1212705883,3.8631042774,REFERRED
s2243,1,2,4,0,0,20248.8055555556,0,0.0228571429,0.0594059406,0.2945544554,0.571903368,1.4769638048,-1.0187246123,-0.2964125005,0.3447742313,0.9178918982,2.6510709018,REFERRED
s2245,1,2,4,0,0,143332.231884058,0,0,0,0,0.8065575228,2.125719339,-1.586290259,-0.5312991794,0.6244724998,1.2957200161,3.8669601118,REFERRED
s2246,1,2,4,0,0,143332.231884058,0,0.112,0.0563991323,0.3383947939,0.5853934155,1.8338746767,-1.3826988309,-0.5744643147,0.2531744176,0.9955623799,3.4060552393,REFERRED
s2247,1,1,4,0,0,8354.9545454546,0,0,0.0100250627,0.0601503759,0.8349474307,1.7193246652,-1.114819445,-0.2410992014,0.6163122451,1.1330017966,3.5784301425,REFERRED
s2248,1,3,4,0,0,42430,0,0.04,0.0280373832,0.0934579439,0.6166334833,1.4926492013,-1.1273560172,-0.3395486528,0.4853174855,1.0811849501,2.7227797604,REFERRED
s2249,1,2,4,0,0,42430,0,0.96,0.075,0.675,0.6932311289,1.8497429068,-1.0308697934,-0.3385373884,0.3013251149,0.8176321357,3.446467694,REFERRED
s225,1,2,2,0,0,1750,0,0.96,0.075,0.675,0.7054190891,2.1072026583,-1.8583251725,-0.618503632,0.6782028027,1.372276584,3.7337052171,REPORTED
s2251,1,2,4,0,0,8042.8048780488,0,0,0.0375,0.1125,0.5451316736,2.1629812235,-1.3925615959,-0.7166745483,0.0010952437,0.6048170686,3.8206334986,REFERRED
s2252,1,10,4,0,0,4854.1343283582,0.8,0.24,0.0426540284,0.2654028436,0.4040508732,0.8770401642,-0.4407845212,-0.1004824264,0.2081715705,0.6633573328,1.5154237298,REFERRED
s2253,1,4,4,0,0,42430,0.25,0.24,0.0563991323,0.3383947939,0.2858396692,1.7497069265,-1.2007504889,-0.861018455,-0.2637497393,0.6197760902,3.0291107456,REFERRED
s2254,1,11,4,0,0,4887.6170212766,0,0.16,0.137254902,0.5490196078,0.3352018146,0.929027502,-0.5562130216,-0.2273626248,0.06969586,0.6585648034,1.7154871729,REFERRED
s2255,1,6,4,0,0,371.4285714286,0.5,0.02,0.0007309942,0.0168128655,0.4578516066,1.2162598978,-0.6029242825,-0.2510515941,0.1529716459,0.7432289626,2.1362207113,REFERRED
s2256,1,2,4,0,0,0,0,0.24,0.0563991323,0.3383947939,0.768226506,1.6904103299,-0.937926694,-0.2213629496,0.430963706,1.0421807335,3.3170193147,REFERRED
s2257,1,1,4,0,0,45465.7727272727,1,0.08,0.0100250627,0.0601503759,0.6242215083,2.3032501727,-2.1162870307,-0.7406998421,0.495954308,1.2024740973,4.1355562405,REFERRED
s2258,1,18,4,2,2,143332.231884058,0.3888888889,0.0025,0.0396039604,0.1683168317,0.1250754821,0.7830732217,-0.7654382481,-0.4116149967,0.0346691253,0.5644879195,1.1060382846,ENACTED:SIGNED
s2259,1,3,4,0,0,20248.8055555556,0,0,0,0,0.3292481846,1.7594205149,-1.2541877907,-0.7963827527,-0.1460080264,0.6049586976,3.1081104537,REFERRED
s226,1,14,2,0,0,9414.1794871795,0,0,0.0280373832,0.0934579439,0.3813695046,0.8590394151,-0.5440858748,-0.1793511324,0.2112486194,0.7098381443,1.5982911635,REFERRED
